"study_route","gender","age_group","marital_status","education_level","occupation","monthly_income","length_of_stay","primary_transport_mode","uses_trotro","uses_taxi","uses_tricycle","uses_motorcycle","travel_purpose","travels_for_work","travels_for_school","travels_for_shopping","travels_for_social","transport_frequency_weekly","fare_per_trip","fare_affordability","schedule_reliability","vehicle_comfort","service_safety","driver_courtesy","common_problems","problem_long_waiting","problem_overcrowding","problem_high_fares","problem_reckless_driving","problem_poor_roads","delay_frequency","accident_concern","faces_harassment","transport_choice_factors","choice_factor_cost","choice_factor_speed","choice_factor_comfort","choice_factor_safety","choice_factor_availability","congestion_level","peak_traffic_time","daily_traffic_time","road_network_adequate","greatest_mobility_challenges","challenge_workers","challenge_students","challenge_traders","challenge_disabled","challenge_elderly","coping_strategies","coping_leave_early","coping_alt_routes","coping_switch_mode","coping_wait_patiently","switched_transport_mode","more_buses_helpful","infrastructure_improvements","improve_expand_roads","improve_walkways","improve_brt","improve_traffic_mgmt","transport_unions_role","overall_service_quality","accessible_to_low_income","biggest_transport_problem","biggest_problem_congestion","biggest_problem_inadequate","biggest_problem_infrastructure","biggest_problem_fares","biggest_problem_safety","govt_intervention_needed","support_modern_systems"
"Ejisu– Kejetia Road","Male","46–55 years","Married","Senior High School (SHS)","Private sector employee","GHC 2,000 and above","7–10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"More than 7 times",5,"Expensive","Very satisfied","Very uncomfortable","Unsafe","Courteous","Overcrowding Reckless driving",0,1,0,1,0,"Sometimes","Very concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Morning [6–9 am]","1–2 hours",TRUE,"Workers Students Elderly",1,1,0,0,1,"Switch to another transport mode",0,0,1,0,TRUE,"Agree","Expanding road networks",1,0,0,0,"very ineffective","Fair",FALSE,"Congestion Safety issues",1,0,0,0,1,"Strongly agree",TRUE
"Ejisu– Kejetia Road","Male","36–45 years","Married","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","4–6 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Social/Religious activities",1,0,0,1,"More than 7 times",8,"Affordable","Satisfied","Very uncomfortable","Safe","Courteous","Overcrowding",0,1,0,0,0,"Sometimes","Very concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Morning [6–9 am]","1–2 hours",TRUE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early",1,0,0,0,TRUE,"Disagree","Expanding road networks Improving traffic management systems",1,0,0,1,"Effective","Good",TRUE,"Safety issues",0,0,0,0,1,"Agree",TRUE
"Ejisu– Kejetia Road","Male","46–55 years","Married","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"3–5 times",8,"Affordable","Very satisfied","Very uncomfortable","Very unsafe","Courteous","Reckless driving Poor road conditions",0,0,0,1,1,"Rarely","Very concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Morning [6–9 am]","1–2 hours",TRUE,"Workers Traders/Market women,",1,0,1,0,0,"Wait patiently",0,0,0,1,TRUE,"Strongly disagree","Improving traffic management systems",0,0,0,1,"Effective","Good",TRUE,"Congestion Safety issues",1,0,0,0,1,"Strongly agree",TRUE
"Ejisu– Kejetia Road","Female","36–45 years","Married","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","7–10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"More than 7 times",8,"Expensive","Dissatisfied","Very uncomfortable","Very unsafe","Very rude","Overcrowding",0,1,0,0,0,"Sometimes","Very concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Morning [6–9 am]","1–2 hours",TRUE,"Workers",1,0,0,0,0,"Wait patiently",0,0,0,1,FALSE,"Agree","Developing bus rapid transit [BRT] Improving traffic management systems",0,0,1,1,"Effective","Fair",TRUE,"Safety issues",0,0,0,0,1,"Strongly agree",TRUE
"Ejisu– Kejetia Road","Female","18–25 years","Married","Senior High School (SHS)","Unemployed",NA,"More than 10 years","Trotro (minibus)",1,0,0,0,"Shopping/Errands Social/Religious activities",0,0,1,1,"3–5 times",8,"Expensive","Very satisfied","Uncomfortable","Safe","Courteous","Reckless driving",0,0,0,1,0,"Rarely","Very concerned",FALSE,"Availability",0,0,0,0,1,"Moderate","Evening [4–8 pm]","30–60 minutes",TRUE,"Workers",1,0,0,0,0,"Wait patiently",0,0,0,1,FALSE,"Agree","Improving traffic management systems",0,0,0,1,"Very effective","Good",FALSE,"Congestion",1,0,0,0,0,"Agree",TRUE
"Ejisu– Kejetia Road","Female","18–25 years","Single","Senior High School (SHS)","Unemployed",NA,"More than 10 years","Trotro (minibus)",1,0,0,0,"Shopping/Errands",0,0,1,0,"1–2 times",8,"Expensive","Satisfied","Uncomfortable","Very unsafe","Rude","Reckless driving",0,0,0,1,0,"Sometimes","Concerned",FALSE,"Comfort",0,0,1,0,0,"Severe","Evening [4–8 pm]","1–2 hours",FALSE,"Workers",1,0,0,0,0,"Leave home early",1,0,0,0,FALSE,"Strongly disagree","Improving traffic management systems",0,0,0,1,"Effective","Good",TRUE,"Safety issues",0,0,0,0,1,"Disagree",TRUE
"Ejisu– Kejetia Road","Female","18–25 years","Married","Senior High School (SHS)","Self-employed/trader","GHC 1,000 – 1,499","4–6 years","Trotro (minibus)",1,0,0,0,"School/Education",0,1,0,0,"3–5 times",5,"Affordable","Satisfied","Comfortable","Unsafe","Rude","Reckless driving",0,0,0,1,0,"Often","Concerned",FALSE,"Safety",0,0,0,1,0,"Severe","Afternoon [12–3 pm]","30–60 minutes",FALSE,"Workers",1,0,0,0,0,"Leave home early Wait patiently",1,0,0,1,FALSE,"Agree","Expanding road networks",1,0,0,0,"Ineffective","Good",FALSE,"Safety issues",0,0,0,0,1,"Agree",TRUE
"Ejisu– Kejetia Road","Female","26–35 years","Married","Senior High School (SHS)","Student","GHC 1,500 – 1,999","7–10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"6–7 times",5,"Affordable","Satisfied","Comfortable","Safe","Courteous","High fares",0,0,1,0,0,"Sometimes","Concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Evening [4–8 pm]","1–2 hours",FALSE,"Workers",1,0,0,0,0,"Leave home early Wait patiently",1,0,0,1,FALSE,"Agree","Expanding road networks",1,0,0,0,"Effective","Good",TRUE,"Poor infrastructure",0,0,1,0,0,"Strongly agree",TRUE
"Ejisu– Kejetia Road","Female","26–35 years","Single","Senior High School (SHS)","Private sector employee","GHC 2,000 and above","Less than 1 year","Trotro (minibus) Taxi",1,1,0,0,"Work/Business",1,0,0,0,"3–5 times",5,"Affordable","Dissatisfied","Very uncomfortable","Unsafe","Courteous","High fares",0,0,1,0,0,"Sometimes","Not concerned",FALSE,"Cost",1,0,0,0,0,"Severe","Morning [6–9 am]","30–60 minutes",FALSE,"Traders/Market women,",0,0,1,0,0,"Wait patiently",0,0,0,1,FALSE,"Agree","Improving traffic management systems",0,0,0,1,"very ineffective","Poor",FALSE,"Congestion Safety issues",1,0,0,0,1,"Disagree",TRUE
"Ejisu– Kejetia Road","Male","18–25 years","Single","Senior High School (SHS)","Student","Below GHC 500","1–3 years","Taxi",0,1,0,0,"School/Education",0,1,0,0,"3–5 times",4,"Affordable","Satisfied","Uncomfortable","Safe","Courteous","Long waiting times",1,0,0,0,0,"Sometimes","Very concerned",FALSE,"Comfort",0,0,1,0,0,"Severe","Morning [6–9 am]","1–2 hours",FALSE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early",1,0,0,0,FALSE,"Strongly disagree","Expanding road networks",1,0,0,0,"Ineffective","Fair",TRUE,"Congestion",1,0,0,0,0,"Strongly agree",FALSE
"Ejisu– Kejetia Road","Female","46–55 years","Married","Tertiary (College/University/Polytechnic)","Private sector employee","GHC 2,000 and above","Less than 1 year","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"6–7 times",10,"Expensive","Satisfied","Comfortable","Safe","Rude","High fares",0,0,1,0,0,"Sometimes","Concerned",FALSE,"Cost Availability",1,0,0,0,1,"Moderate","Evening [4–8 pm]","30–60 minutes",FALSE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early",1,0,0,0,FALSE,"Disagree","Improving traffic management systems",0,0,0,1,"very ineffective","Good",FALSE,"High fares",0,0,0,1,0,"Agree",TRUE
"Ejisu– Kejetia Road","Female","46–55 years","Single","Senior High School (SHS)","Private sector employee","GHC 1,500 – 1,999","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"6–7 times",8,"Affordable","Satisfied","Comfortable","Unsafe","Rude","Reckless driving",0,0,0,1,0,"Rarely","Concerned",FALSE,"Cost",1,0,0,0,0,"Severe","Afternoon [12–3 pm]","30–60 minutes",FALSE,"Students",0,1,0,0,0,"Wait patiently",0,0,0,1,TRUE,"Strongly disagree","Expanding road networks Improving traffic management systems",1,0,0,1,"very ineffective","Good",TRUE,"Safety issues",0,0,0,0,1,"Agree",TRUE
"Ejisu– Kejetia Road","Male","36–45 years","Single","Primary education","Self-employed/trader","GHC 1,500 – 1,999","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"More than 7 times",8,"Expensive","Satisfied","Comfortable","Safe","Rude","Overcrowding",0,1,0,0,0,"Sometimes","Slightly concerned",FALSE,"Availability",0,0,0,0,1,"Very severe","Evening [4–8 pm]","More than 2 hours",FALSE,"Workers",1,0,0,0,0,"Use alternative routes",0,1,0,0,FALSE,"Strongly disagree","Improving traffic management systems",0,0,0,1,"Ineffective","Poor",FALSE,"High fares Safety issues",0,0,0,1,1,"strongly disagree",TRUE
"Ejisu– Kejetia Road","Female","26–35 years","Married","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","7–10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"6–7 times",10,"Affordable","Satisfied","Very uncomfortable","Unsafe","Courteous","Reckless driving",0,0,0,1,0,"Rarely","Concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Afternoon [12–3 pm]","1–2 hours",FALSE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early",1,0,0,0,FALSE,"Strongly disagree","Improving traffic management systems",0,0,0,1,"very ineffective","Fair",TRUE,"Safety issues",0,0,0,0,1,"Strongly agree",TRUE
"Ejisu– Kejetia Road","Female","36–45 years","Married","Junior High School (JHS)","Student","GHC 2,000 and above","7–10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"3–5 times",8,"Expensive","Dissatisfied","Very uncomfortable","Unsafe","Courteous","Reckless driving",0,0,0,1,0,"Sometimes","Concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Morning [6–9 am]","1–2 hours",FALSE,"Workers",1,0,0,0,0,"Leave home early",1,0,0,0,TRUE,"Strongly disagree","Developing bus rapid transit [BRT]",0,0,1,0,"Ineffective","Fair",TRUE,"Safety issues",0,0,0,0,1,"Disagree",FALSE
"Ejisu– Kejetia Road","Male","26–35 years","Single","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","7–10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"6–7 times",7,"Affordable","Satisfied","Very uncomfortable","Safe","Rude","Reckless driving",0,0,0,1,0,"Often","Concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Morning [6–9 am]","1–2 hours",TRUE,"Workers",1,0,0,0,0,"Wait patiently",0,0,0,1,FALSE,"Strongly disagree","Developing bus rapid transit [BRT]",0,0,1,0,"Effective","Poor",TRUE,"Safety issues",0,0,0,0,1,"Strongly agree",TRUE
"Ejisu– Kejetia Road","Female","26–35 years","Married","Tertiary (College/University/Polytechnic)","Private sector employee","GHC 2,000 and above","7–10 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Shopping/Errands",1,0,1,0,"6–7 times",5,"Affordable","Dissatisfied","Very uncomfortable","Safe","Very courteous","Overcrowding",0,1,0,0,0,"Always","Slightly concerned",FALSE,"Availability",0,0,0,0,1,"Very severe","Morning [6–9 am]","1–2 hours",FALSE,"Students",0,1,0,0,0,"Wait patiently",0,0,0,1,TRUE,"Strongly disagree","Improving traffic management systems",0,0,0,1,"Effective","Good",TRUE,"Congestion",1,0,0,0,0,"Agree",TRUE
"Ejisu– Kejetia Road","Female","36–45 years","Married","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","More than 10 years","Trotro (minibus) Taxi Tricycle (Pragya)",1,1,1,0,"Work/Business Social/Religious activities",1,0,0,1,"3–5 times",6,"Affordable","Satisfied","Uncomfortable","Unsafe","Courteous","Long waiting times Reckless driving",1,0,0,1,0,"Often","Very concerned",FALSE,"Availability",0,0,0,0,1,"Very severe","Morning [6–9 am]","1–2 hours",TRUE,"Workers Students Traders/Market women,",1,1,1,0,0,"Wait patiently",0,0,0,1,TRUE,"Strongly agree","Expanding road networks",1,0,0,0,"Very effective","Good",TRUE,"Congestion Safety issues",1,0,0,0,1,"Strongly agree",FALSE
"Ejisu– Kejetia Road","Female","36–45 years","Married","Tertiary (College/University/Polytechnic)","Private sector employee","GHC 2,000 and above","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"3–5 times",6,"Affordable","Satisfied","Uncomfortable","Unsafe","Courteous","Reckless driving",0,0,0,1,0,"Sometimes","Very concerned",FALSE,"Cost",1,0,0,0,0,"Very severe","Morning [6–9 am]","1–2 hours",TRUE,"Workers Students",1,1,0,0,0,"Leave home early Switch to another transport mode",1,0,1,0,FALSE,"Strongly disagree","Expanding road networks",1,0,0,0,"Effective","Fair",FALSE,"Congestion",1,0,0,0,0,"Disagree",TRUE
"Ejisu– Kejetia Road","Female","18–25 years","Single","Tertiary (College/University/Polytechnic)","Student","GHC 500 – 999","4–6 years","Trotro (minibus)",1,0,0,0,"School/Education",0,1,0,0,"3–5 times",8,"Affordable","Satisfied","Very uncomfortable","Safe","Courteous","Long waiting times Reckless driving",1,0,0,1,0,"Sometimes","Very concerned",FALSE,"Cost Availability",1,0,0,0,1,"Very severe","Morning [6–9 am]","1–2 hours",TRUE,"Workers Students",1,1,0,0,0,"Leave home early",1,0,0,0,FALSE,"Agree","Improving traffic management systems",0,0,0,1,"very ineffective","Good",TRUE,"Poor infrastructure Safety issues",0,0,1,0,1,"Strongly agree",TRUE
"Ejisu– Kejetia Road","Male","46–55 years","Married","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business School/Education",1,1,0,0,"More than 7 times",6,"Affordable","Dissatisfied","Uncomfortable","Very unsafe","Very rude","Reckless driving",0,0,0,1,0,"Often","Very concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Morning [6–9 am]","30–60 minutes",TRUE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early",1,0,0,0,TRUE,"Agree","Expanding road networks",1,0,0,0,"Effective","Fair",TRUE,"Poor infrastructure",0,0,1,0,0,"Agree",FALSE
"Ejisu– Kejetia Road","Female","18–25 years","Single","Senior High School (SHS)","Self-employed/trader","GHC 2,000 and above","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"6–7 times",6,"Affordable","Satisfied","Uncomfortable","Safe","Courteous","Reckless driving",0,0,0,1,0,"Sometimes","Very concerned",FALSE,"Availability",0,0,0,0,1,"Moderate","Morning [6–9 am]","30–60 minutes",TRUE,"Workers Students Traders/Market women,",1,1,1,0,0,"Wait patiently",0,0,0,1,FALSE,"Disagree","Developing bus rapid transit [BRT] Improving traffic management systems",0,0,1,1,"very ineffective","Good",TRUE,"Inadequate services",0,1,0,0,0,"Agree",TRUE
"Ejisu– Kejetia Road","Male","46–55 years","Divorced/Separated","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"3–5 times",6,"Affordable","Satisfied","Uncomfortable","Very unsafe","Rude","Overcrowding High fares",0,1,1,0,0,"Often","Very concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early",1,0,0,0,FALSE,"Agree","Expanding road networks Developing bus rapid transit [BRT]",1,0,1,0,"very ineffective","Fair",FALSE,"Inadequate services High fares",0,1,0,1,0,"Disagree",TRUE
"Ejisu– Kejetia Road","Female","36–45 years","Married","Senior High School (SHS)","Private sector employee","GHC 1,500 – 1,999","7–10 years","Trotro (minibus)",1,0,0,0,"Work/Business School/Education",1,1,0,0,"6–7 times",6,"Affordable","Dissatisfied","Uncomfortable","Safe","Courteous","Overcrowding",0,1,0,0,0,"Often","Concerned",TRUE,"Availability",0,0,0,0,1,"Moderate","Evening [4–8 pm]","30–60 minutes",TRUE,"Workers Students Traders/Market women,",1,1,1,0,0,"Wait patiently",0,0,0,1,TRUE,"Agree","Developing bus rapid transit [BRT] Improving traffic management systems",0,0,1,1,"Effective","Good",FALSE,"Inadequate services High fares",0,1,0,1,0,"Agree",FALSE
"Ejisu– Kejetia Road","Male","36–45 years","Married","Senior High School (SHS)","Private sector employee","GHC 1,500 – 1,999","7–10 years","Tricycle (Pragya)",0,0,1,0,"Work/Business Social/Religious activities",1,0,0,1,"3–5 times",6,"Affordable","Dissatisfied","Comfortable","Unsafe","Very rude","High fares",0,0,1,0,0,"Often","Slightly concerned",TRUE,"Availability",0,0,0,0,1,"Low","Evening [4–8 pm]","1–2 hours",TRUE,"Traders/Market women,",0,0,1,0,0,"Wait patiently",0,0,0,1,FALSE,"Strongly agree","Developing bus rapid transit [BRT]",0,0,1,0,"very ineffective","Good",TRUE,"Congestion High fares",1,0,0,1,0,"Disagree",FALSE
"Ejisu– Kejetia Road","Female","26–35 years","Single","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","4–6 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Social/Religious activities",1,0,0,1,"6–7 times",6,"Affordable","Dissatisfied","Uncomfortable","Unsafe","Courteous","Reckless driving",0,0,0,1,0,"Often","Very concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Morning [6–9 am]","1–2 hours",TRUE,"Workers",1,0,0,0,0,"Wait patiently",0,0,0,1,FALSE,"Strongly disagree","Expanding road networks",1,0,0,0,"very ineffective","Excellent",TRUE,"Congestion",1,0,0,0,0,"Agree",TRUE
"Ejisu– Kejetia Road","Male","36–45 years","Single","Tertiary (College/University/Polytechnic)","Self-employed/trader","GHC 1,500 – 1,999","7–10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"6–7 times",5,"Affordable","Dissatisfied","Very uncomfortable","Unsafe","Rude","Overcrowding High fares Reckless driving",0,1,1,1,0,"Often","Very concerned",FALSE,"Availability",0,0,0,0,1,"Moderate","Morning [6–9 am]","30–60 minutes",TRUE,"Workers",1,0,0,0,0,"Leave home early",1,0,0,0,FALSE,"Agree","Developing bus rapid transit [BRT]",0,0,1,0,"Effective","Excellent",FALSE,"Congestion Safety issues",1,0,0,0,1,"strongly disagree",TRUE
"Ejisu– Kejetia Road","Male","26–35 years","Married","Tertiary (College/University/Polytechnic)","Student","GHC 1,000 – 1,499","4–6 years","Taxi",0,1,0,0,"Work/Business",1,0,0,0,"3–5 times",5,"Affordable","Satisfied","Comfortable","Safe","Courteous","Long waiting times",1,0,0,0,0,"Sometimes","Concerned",FALSE,"Speed Comfort",0,1,1,0,0,"Severe","Morning [6–9 am]","30–60 minutes",TRUE,"Workers Students Traders/Market women, Persons with disabilities Elderly",1,1,1,1,1,"Leave home early Wait patiently",1,0,0,1,TRUE,"Strongly disagree","Improving traffic management systems",0,0,0,1,"Effective","Good",FALSE,"High fares",0,0,0,1,0,"strongly disagree",TRUE
"Kejetia– Santasi Road","Male","18–25 years","Single","Tertiary (College/University/Polytechnic)","Student","GHC 1,500 – 1,999","4–6 years","Trotro (minibus)",1,0,0,0,"Shopping/Errands Social/Religious activities",0,0,1,1,"1–2 times",6,"Affordable","Very dissatisfied","Uncomfortable","Unsafe","Courteous","Long waiting times Overcrowding",1,1,0,0,0,"Sometimes","Very concerned",FALSE,"Cost Availability",1,0,0,0,1,"Very severe","Evening [4–8 pm]","Less than 30 minutes",TRUE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early Wait patiently",1,0,0,1,FALSE,"Strongly disagree","Improving traffic management systems",0,0,0,1,"Ineffective","Fair",TRUE,"Congestion Poor infrastructure",1,0,1,0,0,"Strongly agree",TRUE
"Kejetia– Santasi Road","Female","56 years and above","Divorced/Separated","Primary education","Self-employed/trader","GHC 1,500 – 1,999","More than 10 years","Trotro (minibus) Tricycle (Pragya)",1,0,1,0,"Work/Business Shopping/Errands",1,0,1,0,"3–5 times",10,"Affordable","Dissatisfied","Uncomfortable","Safe","Courteous","Poor road conditions",0,0,0,0,1,"Sometimes","Very concerned",FALSE,"Availability",0,0,0,0,1,"Moderate","Afternoon [12–3 pm]","Less than 30 minutes",TRUE,"Workers Students Traders/Market women, Persons with disabilities Elderly",1,1,1,1,1,"Wait patiently",0,0,0,1,FALSE,"Agree","Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",0,1,1,1,"Ineffective","Fair",TRUE,"Congestion Inadequate services Poor infrastructure",1,1,1,0,0,"Agree",TRUE
"Kejetia– Santasi Road","Male","18–25 years","Single","Senior High School (SHS)","Public sector employee","GHC 1,500 – 1,999","More than 10 years","Trotro (minibus) Tricycle (Pragya)",1,0,1,0,"Work/Business Shopping/Errands Social/Religious activities",1,0,1,1,"3–5 times",7,"Expensive","Satisfied","Very uncomfortable","Unsafe","Courteous","Overcrowding High fares Reckless driving",0,1,1,1,0,"Sometimes","Very concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Severe","Evening [4–8 pm]","Less than 30 minutes",TRUE,"Workers Students Traders/Market women, Persons with disabilities",1,1,1,1,0,"Use alternative routes Switch to another transport mode Wait patiently",0,1,1,1,TRUE,"Disagree","Expanding road networks Developing bus rapid transit [BRT] Improving traffic management systems",1,0,1,1,"Ineffective","Good",TRUE,"Congestion Inadequate services Poor infrastructure Safety issues",1,1,1,0,1,"Disagree",TRUE
"Kejetia– Santasi Road","Female","56 years and above","Widowed","Primary education","Unemployed",NA,"More than 10 years","Trotro (minibus)",1,0,0,0,"Social/Religious activities",0,0,0,1,"1–2 times",6,"Affordable","Satisfied","Uncomfortable","Safe","Courteous","Overcrowding High fares",0,1,1,0,0,"Sometimes","Concerned",FALSE,"Cost Availability",1,0,0,0,1,"Moderate","Morning [6–9 am]","Less than 30 minutes",TRUE,"Workers Students Traders/Market women, Elderly",1,1,1,0,1,"Wait patiently",0,0,0,1,FALSE,"Disagree","Building pedestrian walkways Improving traffic management systems",0,1,0,1,"Ineffective","Fair",TRUE,"Congestion Inadequate services Poor infrastructure",1,1,1,0,0,"Agree",TRUE
"Kejetia– Santasi Road","Female","18–25 years","Single","Tertiary (College/University/Polytechnic)","Student","GHC 500 – 999","More than 10 years","Trotro (minibus)",1,0,0,0,"Shopping/Errands Social/Religious activities",0,0,1,1,"1–2 times",6,"Expensive","Satisfied","Comfortable","Safe","Courteous","Overcrowding Poor road conditions",0,1,0,0,1,"Sometimes","Concerned",FALSE,"Cost",1,0,0,0,0,"Moderate","Evening [4–8 pm]","Less than 30 minutes",FALSE,"Workers Students Traders/Market women, Elderly",1,1,1,0,1,"Leave home early Wait patiently",1,0,0,1,FALSE,"Agree","Building pedestrian walkways Improving traffic management systems",0,1,0,1,"very ineffective","Poor",TRUE,"Congestion Inadequate services",1,1,0,0,0,"Agree",TRUE
"Kejetia– Santasi Road","Male","18–25 years","Single","Senior High School (SHS)","Private sector employee","GHC 1,500 – 1,999","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business Social/Religious activities",1,0,0,1,"3–5 times",6,"Expensive","Dissatisfied","Comfortable","Safe","Courteous","Overcrowding High fares Reckless driving",0,1,1,1,0,"Sometimes","Very concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Severe","Morning [6–9 am]","30–60 minutes",FALSE,"Workers Students Traders/Market women, Elderly",1,1,1,0,1,"Wait patiently",0,0,0,1,FALSE,"Strongly agree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"Ineffective","Fair",TRUE,"Congestion Inadequate services",1,1,0,0,0,"Agree",TRUE
"Kejetia– Santasi Road","Female","18–25 years","Single","Senior High School (SHS)","Student","GHC 1,000 – 1,499","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business School/Education Shopping/Errands Social/Religious activities",1,1,1,1,"3–5 times",6,"Affordable","Dissatisfied","Uncomfortable","Very unsafe","Courteous","Overcrowding High fares Reckless driving Poor road conditions",0,1,1,1,1,"Sometimes","Very concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Moderate","Afternoon [12–3 pm]","Less than 30 minutes",TRUE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early Wait patiently",1,0,0,1,FALSE,"Strongly disagree","Improving traffic management systems",0,0,0,1,"very ineffective","Fair",TRUE,"Congestion Inadequate services Poor infrastructure",1,1,1,0,0,"Strongly agree",TRUE
"Kejetia– Santasi Road","Female","46–55 years","Married","Junior High School (JHS)","Private sector employee","GHC 2,000 and above","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"3–5 times",4,"Affordable","Satisfied","Very uncomfortable","Safe","Very courteous","Overcrowding",0,1,0,0,0,"Rarely","Very concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Very severe","Morning [6–9 am]","Less than 30 minutes",TRUE,"Workers Traders/Market women,",1,0,1,0,0,"Wait patiently",0,0,0,1,TRUE,"Agree","Building pedestrian walkways Improving traffic management systems",0,1,0,1,"Effective","Fair",TRUE,"Congestion Poor infrastructure",1,0,1,0,0,"Agree",TRUE
"Kejetia– Santasi Road","Female","36–45 years","Single","Primary education","Self-employed/trader","GHC 1,000 – 1,499","4–6 years","Taxi Motorcycle (Okada)",0,1,0,1,"School/Education Social/Religious activities",0,1,0,1,"1–2 times",7,"Affordable","Dissatisfied","Very uncomfortable","Safe","Courteous","Long waiting times Reckless driving",1,0,0,1,0,"Always","Concerned",TRUE,"Cost Comfort  Safety",1,0,1,1,0,"Very severe","Afternoon [12–3 pm]","More than 2 hours",TRUE,"Students Persons with disabilities",0,1,0,1,0,"Use alternative routes",0,1,0,0,TRUE,"Agree","Building pedestrian walkways Developing bus rapid transit [BRT]",0,1,1,0,"Ineffective","Good",TRUE,"Poor infrastructure",0,0,1,0,0,"Agree",TRUE
"Sofoline – Adum Road","Male","18–25 years","Single","Tertiary (College/University/Polytechnic)","Private sector employee","GHC 500 – 999","4–6 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"1–2 times",12,"Affordable","Satisfied","Comfortable","Safe","Courteous","Long waiting times Overcrowding High fares",1,1,1,0,0,"Often","Concerned",FALSE,"Cost Speed",1,1,0,0,0,"Severe","Evening [4–8 pm]","1–2 hours",TRUE,"Persons with disabilities Elderly",0,0,0,1,1,"Use alternative routes Wait patiently",0,1,0,1,FALSE,"Agree","Developing bus rapid transit [BRT]",0,0,1,0,"Effective","Good",TRUE,"Congestion Inadequate services",1,1,0,0,0,"Agree",TRUE
