"study_route","gender","age_group","education_level","transport_service_type","service_type_other_specify","driving_experience_years","operation_area","work_time","daily_trips","belongs_to_union","union_name","union_other_specify","road_condition","congestion_frequency","congestion_causes","cause_poor_roads","cause_indiscipline","cause_street_trading","cause_poor_traffic_control","cause_lack_parking","terminal_availability","encounters_challenges_authorities","challenges_details","regulation_effectiveness","relationship_with_agencies","fair_law_enforcement","income_effect_congestion","improvement_suggestions","suggest_new_roads","suggest_traffic_mgmt","suggest_parking","suggest_law_enforcement","suggest_reduce_hawking","suggest_other"
"Kejetia-Santasi Road","Male","36–45","Secondary","Trotro (Minibus)",NA,"6–10 years","Inter-town routes","Throughout the day","7–9",TRUE,"GPRTU",NA,"Fair","Always","d. Poor traffic control e. Lack of parking space",0,0,0,1,1,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased greatly","a. Construction of new roads b. Better traffic management c. More parking/loading spaces",1,1,1,0,0,0
"Kejetia-Santasi Road","Male","36–45","Basic","Trotro (Minibus)",NA,"Over 10 years","All areas","Throughout the day","7–9",TRUE,"PROTOA",NA,"Poor","Often","b. Indiscipline by drivers d. Poor traffic control e. Lack of parking space",0,1,0,1,1,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Kejetia-Santasi Road","Male","26–35","Secondary","Taxi",NA,"6–10 years","Inter-town routes","Throughout the day","7–9",TRUE,"GPRTU",NA,"Fair","Always","b. Indiscipline by drivers d. Poor traffic control e. Lack of parking space",0,1,0,1,1,"Inadequate",FALSE,NA,"Neutral","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Kejetia-Santasi Road","Male","26–35","Secondary","Taxi",NA,"6–10 years","Inter-town routes","Throughout the day","7–9",TRUE,"GPRTU",NA,"Poor","Always","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control e. Lack of parking space",1,1,1,1,1,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Kejetia-Santasi Road","Male","36–45","Basic","Trotro (Minibus)",NA,"6–10 years","Inter-town routes","Throughout the day","7–9",TRUE,"GPRTU",NA,"Fair","Always","b. Indiscipline by drivers d. Poor traffic control e. Lack of parking space",0,1,0,1,1,"Inadequate",FALSE,NA,"Neutral","Neutral",FALSE,"Decreased greatly","a. Construction of new roads b. Better traffic management c. More parking/loading spaces",1,1,1,0,0,0
"Kejetia-Santasi Road","Male","46–55","Basic","Trotro (Minibus)",NA,"Over 10 years","Inter-town routes","Throughout the day","7–9",TRUE,"GPRTU",NA,"Fair","Always","b. Indiscipline by drivers d. Poor traffic control e. Lack of parking space",0,1,0,1,1,"Inadequate",FALSE,NA,"Neutral","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Kejetia-Santasi Road","Male","26–35","Basic","Taxi",NA,"6–10 years","CBD","Throughout the day","7–9",TRUE,"GPRTU",NA,"Fair","Always","d. Poor traffic control e. Lack of parking space",0,0,0,1,1,"Inadequate",FALSE,NA,"Neutral","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Kejetia-Santasi Road","Male","18–25","Basic","Pragya/Okada",NA,"6–10 years","All areas","Throughout the day","7–9",FALSE,NA,NA,"Fair","Always","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Inadequate",FALSE,NA,"Neutral","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Ejisu-Kejetia Road","Male","26–35","No formal education","Pragya/Okada",NA,"6–10 years","Inter-town routes","Evening","7–9",TRUE,"Co-operative",NA,"Fair","Sometimes","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Inadequate",FALSE,NA,"Neutral","Cordial",FALSE,"Decreased slightly","b. Better traffic management e. Reduction of street hawking",0,1,0,0,1,0
"Ejisu-Kejetia Road","Male","26–35","No formal education","Taxi",NA,"2–5 years","Inter-town routes","Evening","4–6",FALSE,NA,NA,"Poor","Rarely","b. Indiscipline by drivers d. Poor traffic control e. Lack of parking space",0,1,0,1,1,"Not available",FALSE,NA,"Ineffective","Very cordial",NA,"Decreased slightly","b. Better traffic management c. More parking/loading spaces e. Reduction of street hawking",0,1,1,0,1,0
"Ejisu-Kejetia Road","Male","26–35","Tertiary","Taxi",NA,"2–5 years","Suburbs","Throughout the day","7–9",TRUE,"Co-operative",NA,"Good","Sometimes","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control e. Lack of parking space",1,1,1,1,1,"Inadequate",TRUE,"Police officers taking bribe from drivers","Effective","Cordial",FALSE,"No effect","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Ejisu-Kejetia Road","Male","18–25","No formal education","Pragya/Okada",NA,"2–5 years","Suburbs","Throughout the day","4–6",FALSE,NA,NA,"Fair","Rarely","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Fair",FALSE,NA,"Neutral","Neutral",NA,"Decreased slightly","a. Construction of new roads b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",1,1,1,1,1,0
"Ejisu-Kejetia Road","Male","26–35","Basic","Taxi",NA,"2–5 years","Suburbs","Afternoon","7–9",FALSE,NA,NA,"Fair","Often","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control e. Lack of parking space",1,1,1,1,1,"Fair",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased slightly","a. Construction of new roads c. More parking/loading spaces d. Enforcement of traffic laws",1,0,1,1,0,0
"Sofoline- Adum Road","Male","26–35","Basic","Trotro (Minibus)",NA,"2–5 years","Inter-town routes","Evening","4–6",TRUE,"GPRTU",NA,"Poor","Often","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Inadequate",TRUE,"Police officers always asking for money","Effective","Neutral",FALSE,"Decreased slightly","c. More parking/loading spaces d. Enforcement of traffic laws",0,0,1,1,0,0
"Ejisu-Kejetia Road","Male","36–45","Secondary","Trotro (Minibus)",NA,"6–10 years","Inter-town routes","Throughout the day","1–3",TRUE,"GPRTU",NA,"Good","Sometimes","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Inadequate",FALSE,NA,"Effective","Very cordial",TRUE,"No effect","a. Construction of new roads b. Better traffic management c. More parking/loading spaces e. Reduction of street hawking",1,1,1,0,1,0
"Ejisu-Kejetia Road","Male","36–45","Basic","Pragya/Okada",NA,"2–5 years","Suburbs","Evening","4–6",TRUE,"Co-operative",NA,"Poor","Rarely","a. Poor road network b. Indiscipline by drivers e. Lack of parking space",1,1,0,0,1,"Inadequate",FALSE,NA,"Ineffective","Neutral",NA,"No effect","a. Construction of new roads c. More parking/loading spaces d. Enforcement of traffic laws",1,0,1,1,0,0
"Ejisu-Kejetia Road","Male","46–55","Basic","Trotro (Minibus)",NA,"6–10 years","CBD","Afternoon","4–6",TRUE,"PROTOA",NA,"Fair","Sometimes","b. Indiscipline by drivers c. Street trading and hawking",0,1,1,0,0,"Inadequate",FALSE,NA,"Neutral","Cordial",FALSE,"No effect","a. Construction of new roads d. Enforcement of traffic laws e. Reduction of street hawking",1,0,0,1,1,0
"Ejisu-Kejetia Road","Male","18–25","Secondary","Taxi",NA,"2–5 years","Suburbs","Afternoon","4–6",TRUE,"PROTOA",NA,"Fair","Sometimes","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Fair",FALSE,NA,"Neutral","Neutral",FALSE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Ejisu-Kejetia Road","Male","18–25","No formal education","Trotro (Minibus)",NA,"2–5 years","Suburbs","Afternoon","4–6",TRUE,"GPRTU",NA,"Good","Often","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Fair",TRUE,"Extortion","Effective","Cordial",FALSE,"No effect","a. Construction of new roads b. Better traffic management c. More parking/loading spaces",1,1,1,0,0,0
"Ejisu-Kejetia Road","Male","18–25","Basic","Taxi",NA,"Less than 2 years","Suburbs","Afternoon","4–6",TRUE,"Co-operative",NA,"Fair","Sometimes","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Fair",FALSE,NA,"Neutral","Neutral",FALSE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Ejisu-Kejetia Road","Male","18–25","No formal education","Taxi",NA,"2–5 years","Suburbs","Afternoon","4–6",TRUE,"Co-operative",NA,"Fair","Rarely","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Inadequate",TRUE,"Harassment","Neutral","Neutral",FALSE,"Decreased slightly","a. Construction of new roads c. More parking/loading spaces d. Enforcement of traffic laws",1,0,1,1,0,0
"Ejisu-Kejetia Road","Male","26–35","Basic","Trotro (Minibus)",NA,"2–5 years","Suburbs","Afternoon","1–3",FALSE,NA,NA,"Good","Often","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Fair",FALSE,NA,"Neutral","Neutral",FALSE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",0,1,1,1,1,0
"Ejisu-Kejetia Road","Male","18–25","No formal education","Trotro (Minibus)",NA,"2–5 years","Suburbs","Evening","7–9",FALSE,NA,NA,"Poor","Rarely","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",1,1,1,1,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased slightly","a. Construction of new roads b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",1,1,1,1,1,0
"Ejisu-Kejetia Road","Male","36–45","Basic","Pragya/Okada",NA,"2–5 years","Suburbs","Evening","4–6",FALSE,NA,NA,"Fair","Often","a. Poor road network c. Street trading and hawking e. Lack of parking space",1,0,1,0,1,"Inadequate",TRUE,"Extortion","Neutral","Neutral",FALSE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces e. Reduction of street hawking",0,1,1,0,1,0
"Ejisu-Kejetia Road","Male","46–55","Secondary","Taxi",NA,"2–5 years","Suburbs","Afternoon","1–3",TRUE,"GPRTU",NA,"Good","Sometimes","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Fair",TRUE,"The police are always asking for documentation","Neutral","Cordial",TRUE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Ejisu-Kejetia Road","Male","56 and above","Basic","Trotro (Minibus)",NA,"Over 10 years","Inter-town routes","Evening","4–6",FALSE,NA,NA,"Good","Often","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Fair",FALSE,NA,"Neutral","Neutral",FALSE,"No effect","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Ejisu-Kejetia Road","Male","18–25","No formal education","Taxi",NA,"Less than 2 years","Suburbs","Afternoon","4–6",TRUE,"Co-operative",NA,"Good","Sometimes","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",1,1,1,1,0,"Fair",FALSE,NA,"Effective","Very cordial",FALSE,"No effect","a. Construction of new roads d. Enforcement of traffic laws e. Reduction of street hawking",1,0,0,1,1,0
"Ejisu-Kejetia Road","Male","18–25","No formal education","Taxi",NA,"Less than 2 years","CBD","Evening","4–6",TRUE,"Co-operative",NA,"Good","Sometimes","b. Indiscipline by drivers d. Poor traffic control",0,1,0,1,0,"Fair",TRUE,"Argument","Neutral","Very cordial",FALSE,"Increased","a. Construction of new roads b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",1,1,1,1,1,0
"Ejisu-Kejetia Road","Male","18–25","Basic","Taxi",NA,"Less than 2 years","CBD","Throughout the day","7–9",TRUE,"Co-operative",NA,"Fair","Sometimes","b. Indiscipline by drivers c. Street trading and hawking",0,1,1,0,0,"Fair",TRUE,"Verbal abuse","Effective","Cordial",FALSE,"No effect","a. Construction of new roads b. Better traffic management d. Enforcement of traffic laws",1,1,0,1,0,0
"Ejisu-Kejetia Road","Male","18–25","Basic","Bus",NA,"2–5 years","Suburbs","Afternoon","7–9",FALSE,NA,NA,"Fair","Often","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Fair",TRUE,"Verbal arguments","Neutral","Cordial",TRUE,"No effect","b. Better traffic management c. More parking/loading spaces e. Reduction of street hawking",0,1,1,0,1,0
"Ejisu-Kejetia Road","Male","18–25","No formal education","Taxi",NA,"Less than 2 years","Suburbs","Afternoon","1–3",FALSE,NA,NA,"Poor","Always","b. Indiscipline by drivers c. Street trading and hawking",0,1,1,0,0,"Fair",TRUE,"Extortion","Neutral","Cordial",FALSE,"No effect","a. Construction of new roads b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",1,1,1,1,1,0
"Ejisu-Kejetia Road","Male","18–25","Secondary","Taxi",NA,"2–5 years","Suburbs","Evening","4–6",TRUE,"Co-operative",NA,"Very good","Often","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control e. Lack of parking space",1,1,1,1,1,"Adequate",TRUE,"Unwarranted stops","Neutral","Neutral",FALSE,"No effect","a. Construction of new roads b. Better traffic management e. Reduction of street hawking",1,1,0,0,1,0
"Kejetia-Santasi Road","Male","26–35","Basic","Trotro (Minibus)",NA,"2–5 years","Suburbs","Afternoon","4–6",TRUE,"Co-operative",NA,"Fair","Always","b. Indiscipline by drivers c. Street trading and hawking",0,1,1,0,0,"Inadequate",TRUE,"Unwarranted stops","Neutral","Cordial",FALSE,"No effect","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Ejisu-Kejetia Road","Male","26–35","Basic","Trotro (Minibus)",NA,"2–5 years","Suburbs","Afternoon","4–6",TRUE,"Co-operative",NA,"Fair","Sometimes","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Inadequate",TRUE,"Unnecessary arguments","Effective","Cordial",FALSE,"No effect","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Ejisu-Kejetia Road","Male","46–55","Secondary","Pragya/Okada",NA,"6–10 years","Inter-town routes","Throughout the day","7–9",TRUE,"Co-operative",NA,"Poor","Rarely","b. Indiscipline by drivers d. Poor traffic control",0,1,0,1,0,"Inadequate",TRUE,"Extortion","Neutral","Neutral",FALSE,"No effect","a. Construction of new roads c. More parking/loading spaces d. Enforcement of traffic laws",1,0,1,1,0,0
"Ejisu-Kejetia Road","Male","36–45","Basic","Taxi",NA,"2–5 years","Suburbs","Afternoon","4–6",TRUE,"Co-operative",NA,"Good","Sometimes","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking",1,1,1,0,0,"Fair",FALSE,NA,"Neutral","Neutral",FALSE,"No effect","a. Construction of new roads b. Better traffic management d. Enforcement of traffic laws e. Reduction of street hawking",1,1,0,1,1,0
"Ejisu-Kejetia Road","Male","36–45","Basic","Trotro (Minibus)",NA,"2–5 years","Suburbs","Afternoon","4–6",FALSE,NA,NA,"Fair","Often","a. Poor road network c. Street trading and hawking d. Poor traffic control",1,0,1,1,0,"Fair",TRUE,"Unwarranted stops","Very effective","Cordial",FALSE,"Decreased slightly","a. Construction of new roads b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",1,1,1,1,1,0
"Ejisu-Kejetia Road","Male","18–25","No formal education","Pragya/Okada",NA,"2–5 years","Inter-town routes","Throughout the day","10 or more",FALSE,NA,NA,"Fair","Rarely","a. Poor road network b. Indiscipline by drivers d. Poor traffic control",1,1,0,1,0,"Inadequate",FALSE,NA,"Neutral","Tense",FALSE,"Decreased slightly","a. Construction of new roads b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",1,1,1,1,0,0
"Adum- Tafo Road","Male","36–45","Secondary","Trotro (Minibus)",NA,"2–5 years","CBD","Throughout the day","7–9",TRUE,"GPRTU",NA,"Poor","Sometimes","b. Indiscipline by drivers c. Street trading and hawking",0,1,1,0,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",TRUE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","46–55","Secondary","Taxi",NA,"Less than 2 years","Suburbs","Throughout the day","7–9",TRUE,"GPRTU",NA,"Good","Often","a. Poor road network",1,0,0,0,0,"Inadequate",FALSE,NA,"Very ineffective","Cordial",NA,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","46–55","Secondary","Trotro (Minibus)",NA,"2–5 years","All areas","Throughout the day","1–3",TRUE,"GPRTU",NA,"Good","Often","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control e. Lack of parking space",0,1,1,1,1,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",0,1,1,1,1,0
"Adum- Tafo Road","Male","46–55","Secondary","Taxi",NA,"6–10 years","Inter-town routes","Throughout the day","7–9",FALSE,NA,NA,"Poor","Often","c. Street trading and hawking d. Poor traffic control",0,0,1,1,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",0,1,1,1,1,0
"Adum- Tafo Road","Male","56 and above","No formal education","Taxi",NA,"Over 10 years","All areas","Afternoon","7–9",FALSE,NA,NA,"Good","Sometimes","b. Indiscipline by drivers c. Street trading and hawking",0,1,1,0,0,"Inadequate",FALSE,NA,"Neutral","Cordial",NA,"Decreased slightly","c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",0,0,1,1,1,0
"Adum- Tafo Road","Male","46–55","No formal education","Pragya/Okada",NA,"6–10 years","Inter-town routes","Throughout the day","10 or more",FALSE,NA,NA,"Poor","Often","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking",1,1,1,0,0,"Not available",FALSE,NA,"Ineffective","Very tense",TRUE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces e. Reduction of street hawking",0,1,1,0,1,0
"Adum- Tafo Road","Male","46–55","Secondary","Trotro (Minibus)",NA,"2–5 years","CBD","Throughout the day","10 or more",FALSE,NA,NA,"Very poor","Sometimes","c. Street trading and hawking d. Poor traffic control",0,0,1,1,0,"Inadequate",FALSE,NA,"Effective","Cordial",TRUE,"No effect","b. Better traffic management d. Enforcement of traffic laws",0,1,0,1,0,0
"Adum- Tafo Road","Male","46–55","Secondary","Trotro (Minibus)",NA,"2–5 years","Suburbs","Throughout the day","7–9",FALSE,NA,NA,"Poor","Often","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Inadequate",TRUE,NA,"Ineffective","Neutral",FALSE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","18–25","Secondary","Trotro (Minibus)",NA,"2–5 years","Suburbs","Afternoon","4–6",FALSE,NA,NA,"Poor","Often","d. Poor traffic control e. Lack of parking space",0,0,0,1,1,"Inadequate",FALSE,NA,"Ineffective","Cordial",FALSE,"Decreased slightly","d. Enforcement of traffic laws e. Reduction of street hawking",0,0,0,1,1,0
"Adum- Tafo Road","Male","36–45","Secondary","Trotro (Minibus)",NA,"6–10 years","Inter-town routes","Evening","10 or more",TRUE,"GPRTU",NA,"Very good","Always","b. Indiscipline by drivers c. Street trading and hawking",0,1,1,0,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces",0,1,1,0,0,0
"Adum- Tafo Road","Male","36–45","Secondary","Taxi",NA,"2–5 years","Inter-town routes","Throughout the day","4–6",TRUE,"GPRTU",NA,"Poor","Always","a. Poor road network b. Indiscipline by drivers",1,1,0,0,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",TRUE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","26–35","Secondary","Taxi",NA,"2–5 years","Inter-town routes","Afternoon","7–9",TRUE,"GPRTU",NA,"Fair","Sometimes","b. Indiscipline by drivers d. Poor traffic control",0,1,0,1,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","26–35","Secondary","Trotro (Minibus)",NA,"Less than 2 years","CBD","Throughout the day","4–6",TRUE,"GPRTU",NA,"Very good","Often","c. Street trading and hawking",0,0,1,0,0,"Inadequate",FALSE,NA,"Ineffective","Tense",TRUE,"Decreased slightly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","26–35","Secondary","Trotro (Minibus)",NA,"2–5 years","All areas","Throughout the day","4–6",FALSE,NA,NA,"Good","Rarely","d. Poor traffic control",0,0,0,1,0,"Inadequate",FALSE,NA,"Very ineffective","Very tense",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","46–55","Secondary","Taxi",NA,"6–10 years","CBD","Throughout the day","4–6",TRUE,"GPRTU",NA,"Poor","Often","b. Indiscipline by drivers c. Street trading and hawking",0,1,1,0,0,"Not available",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",0,1,1,1,1,0
"Adum- Tafo Road","Male","26–35","Basic","Pragya/Okada",NA,"2–5 years","Inter-town routes","Throughout the day","4–6",FALSE,NA,NA,"Poor","Often","a. Poor road network b. Indiscipline by drivers d. Poor traffic control",1,1,0,1,0,"Not available",FALSE,NA,"Very ineffective","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","26–35","Secondary","Trotro (Minibus)",NA,"2–5 years","Inter-town routes","Throughout the day","4–6",FALSE,NA,NA,"Poor","Always","a. Poor road network c. Street trading and hawking",1,0,1,0,0,"Fair",FALSE,NA,"Effective","Cordial",TRUE,"Decreased slightly","b. Better traffic management d. Enforcement of traffic laws",0,1,0,1,0,0
"Adum- Tafo Road","Male","26–35","Secondary","Taxi",NA,"2–5 years","Inter-town routes","Throughout the day","7–9",TRUE,"GPRTU",NA,"Poor","Always","a. Poor road network c. Street trading and hawking d. Poor traffic control",1,0,1,1,0,"Inadequate",FALSE,NA,"Ineffective","Neutral",NA,"No effect","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","46–55","Secondary","Trotro (Minibus)",NA,"2–5 years","Inter-town routes","Throughout the day","7–9",TRUE,"GPRTU",NA,"Very poor","Rarely","b. Indiscipline by drivers",0,1,0,0,0,"Inadequate",FALSE,NA,"Very ineffective","Very tense",FALSE,"Decreased slightly","d. Enforcement of traffic laws",0,0,0,1,0,0
"Adum- Tafo Road","Male","36–45","Basic","Trotro (Minibus)",NA,"6–10 years","Suburbs","Morning","1–3",TRUE,"GPRTU",NA,"Poor","Rarely","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control e. Lack of parking space",1,1,1,1,1,"Inadequate",FALSE,NA,"Ineffective","Neutral",FALSE,"Decreased greatly","a. Construction of new roads b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",1,1,1,1,1,0
"Adum- Tafo Road","Male","26–35","Basic","Taxi",NA,"2–5 years","Inter-town routes","Throughout the day","4–6",FALSE,NA,NA,"Very poor","Always","c. Street trading and hawking",0,0,1,0,0,"Not available",FALSE,NA,"Very ineffective","Cordial",NA,"Decreased slightly","e. Reduction of street hawking",0,0,0,0,1,0
"Adum- Tafo Road","Male","26–35","Secondary","Trotro (Minibus)",NA,"2–5 years","Suburbs","Morning","1–3",TRUE,"GPRTU",NA,"Very poor","Always","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control e. Lack of parking space",1,1,1,1,1,"Not available",FALSE,NA,"Very ineffective","Neutral",FALSE,"Decreased greatly","a. Construction of new roads b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws e. Reduction of street hawking",1,1,1,1,1,0
"Adum- Tafo Road","Male","36–45","Secondary","Trotro (Minibus)",NA,"2–5 years","Inter-town routes","Afternoon","7–9",FALSE,NA,NA,"Very poor","Always","a. Poor road network d. Poor traffic control",1,0,0,1,0,"Not available",FALSE,NA,"Very effective","Tense",FALSE,"Decreased slightly","a. Construction of new roads b. Better traffic management d. Enforcement of traffic laws",1,1,0,1,0,0
"Adum- Tafo Road","Male","46–55","Secondary","Trotro (Minibus)",NA,"6–10 years","Suburbs","Throughout the day","7–9",FALSE,NA,NA,"Poor","Always","a. Poor road network c. Street trading and hawking",1,0,1,0,0,"Inadequate",FALSE,NA,"Very ineffective","Tense",FALSE,"Decreased greatly","b. Better traffic management d. Enforcement of traffic laws e. Reduction of street hawking",0,1,0,1,1,0
"Adum- Tafo Road","Male","26–35","Basic","Trotro (Minibus)",NA,"2–5 years","CBD","Throughout the day","4–6",FALSE,NA,NA,"Good","Always","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Inadequate",FALSE,NA,"Ineffective","Cordial",NA,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","26–35","Basic","Trotro (Minibus)",NA,"6–10 years","Suburbs","Evening","4–6",FALSE,NA,NA,"Good","Always","b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",0,1,1,1,0,"Inadequate",FALSE,NA,"Very ineffective","Neutral",FALSE,"Decreased greatly","b. Better traffic management c. More parking/loading spaces d. Enforcement of traffic laws",0,1,1,1,0,0
"Adum- Tafo Road","Male","36–45","Basic","Taxi",NA,"6–10 years","CBD","Afternoon","4–6",TRUE,"GPRTU",NA,"Good","Always","a. Poor road network b. Indiscipline by drivers c. Street trading and hawking d. Poor traffic control",1,1,1,1,0,"Inadequate",FALSE,NA,"Very ineffective","Cordial",NA,"Decreased greatly","b. Better traffic management c. More parking/loading spaces e. Reduction of street hawking",0,1,1,0,1,0
"Adum- Tafo Road","Male","46–55","Secondary","Trotro (Minibus)",NA,"2–5 years","All areas","Throughout the day","4–6",TRUE,"GPRTU",NA,"Very poor","Always","a. Poor road network d. Poor traffic control",1,0,0,1,0,"Not available",FALSE,NA,"Ineffective","Neutral",NA,"Decreased greatly","a. Construction of new roads b. Better traffic management d. Enforcement of traffic laws",1,1,0,1,0,0
